Customer Type,Type of Travel,Class,Flight Distance,Inflight wifi service,Ease of Online booking,Online boarding,Seat comfort,Inflight entertainment,satisfaction
disloyal Customer,Business travel,Eco,159,2,2,2,3,3,neutral or dissatisfied
Loyal Customer,Business travel,Business,1448,2,2,4,4,4,satisfied
Loyal Customer,Business travel,Business,409,2,5,3,4,2,neutral or dissatisfied
Loyal Customer,Business travel,Business,157,2,2,4,3,4,satisfied
Loyal Customer,Personal Travel,Eco Plus,272,3,3,5,4,1,neutral or dissatisfied
Loyal Customer,Business travel,Business,2852,4,4,2,2,5,satisfied
Loyal Customer,Personal Travel,Eco,453,3,1,1,2,2,neutral or dissatisfied
Loyal Customer,Business travel,Business,1242,3,3,3,3,4,satisfied
Loyal Customer,Personal Travel,Eco,842,3,3,3,1,1,neutral or dissatisfied
Loyal Customer,Business travel,Business,2415,1,1,4,4,5,satisfied
Loyal Customer,Business travel,Business,868,5,3,5,4,4,satisfied
Loyal Customer,Personal Travel,Eco,677,3,3,3,3,3,neutral or dissatisfied
Loyal Customer,Business travel,Business,1127,1,1,5,5,4,satisfied
Loyal Customer,Business travel,Business,129,4,4,2,3,5,satisfied
disloyal Customer,Business travel,Business,980,4,4,4,4,5,satisfied
Loyal Customer,Personal Travel,Eco,677,2,2,5,5,5,neutral or dissatisfied
Loyal Customer,Business travel,Business,315,4,4,4,4,4,satisfied
disloyal Customer,Personal Travel,Business,2475,4,4,4,1,1,neutral or dissatisfied
Loyal Customer,Business travel,Business,733,5,5,5,4,4,satisfied
Loyal Customer,Personal Travel,Business,277,2,2,2,2,2,neutral or dissatisfied
Loyal Customer,Business travel,Eco,326,0,0,0,3,3,satisfied
Loyal Customer,Personal Travel,Eco,462,2,4,5,3,2,neutral or dissatisfied
Loyal Customer,Business travel,Business,2704,1,1,4,4,4,satisfied
disloyal Customer,Business travel,Business,306,2,2,2,4,4,neutral or dissatisfied
Loyal Customer,Business travel,Business,3860,3,3,5,4,4,satisfied
Loyal Customer,Business travel,Business,1771,3,2,2,2,2,satisfied
Loyal Customer,Personal Travel,Eco,402,1,5,5,3,3,neutral or dissatisfied
Loyal Customer,Business travel,Business,1389,4,4,4,5,2,satisfied
Loyal Customer,Business travel,Business,2133,2,3,4,4,2,satisfied
disloyal Customer,Business travel,Business,409,2,2,2,1,1,neutral or dissatisfied
Loyal Customer,Business travel,Business,679,2,2,5,5,5,satisfied
Loyal Customer,Business travel,Business,3505,3,3,3,3,3,neutral or dissatisfied
disloyal Customer,Business travel,Eco,265,2,2,2,3,5,neutral or dissatisfied
Loyal Customer,Business travel,Eco Plus,2454,5,3,5,5,5,satisfied
disloyal Customer,Business travel,Eco,899,2,2,2,1,1,neutral or dissatisfied
Loyal Customer,Business travel,Business,2914,5,5,4,5,4,satisfied
Loyal Customer,Personal Travel,Eco,731,3,3,3,5,5,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,895,1,1,1,5,5,neutral or dissatisfied
Loyal Customer,Business travel,Business,1644,2,4,3,4,2,neutral or dissatisfied
Loyal Customer,Business travel,Business,460,2,2,5,4,3,satisfied
Loyal Customer,Business travel,Business,3456,2,2,4,4,4,satisfied
Loyal Customer,Business travel,Business,229,2,4,4,3,2,neutral or dissatisfied
Loyal Customer,Business travel,Eco,697,4,1,4,4,4,satisfied
Loyal Customer,Business travel,Business,3005,1,1,5,5,5,satisfied
Loyal Customer,Business travel,Eco,362,5,3,5,5,5,satisfied
Loyal Customer,Business travel,Business,192,4,5,4,4,2,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,834,2,2,2,5,5,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,351,3,3,3,5,5,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,236,3,3,3,5,5,neutral or dissatisfied
disloyal Customer,Business travel,Eco,719,5,5,5,2,2,satisfied
disloyal Customer,Business travel,Eco,1276,4,4,4,2,2,neutral or dissatisfied
disloyal Customer,Business travel,Eco,521,5,4,4,4,4,satisfied
Loyal Customer,Business travel,Business,3506,1,4,4,3,3,satisfied
Loyal Customer,Business travel,Business,2744,3,3,4,5,5,satisfied
Loyal Customer,Business travel,Business,3920,3,3,5,5,5,satisfied
Loyal Customer,Business travel,Business,2762,5,5,4,5,4,satisfied
Loyal Customer,Personal Travel,Eco,370,3,3,3,1,1,neutral or dissatisfied
Loyal Customer,Business travel,Eco,679,2,1,3,3,3,neutral or dissatisfied
Loyal Customer,Business travel,Business,1654,5,5,3,3,3,satisfied
Loyal Customer,Personal Travel,Eco,427,2,2,2,1,1,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco Plus,179,2,2,2,5,5,neutral or dissatisfied
disloyal Customer,Business travel,Eco,589,2,2,2,1,1,neutral or dissatisfied
Loyal Customer,Business travel,Eco,1085,3,2,3,3,3,neutral or dissatisfied
Loyal Customer,Personal Travel,Business,1476,1,1,1,5,5,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,781,2,2,2,4,3,neutral or dissatisfied
disloyal Customer,Business travel,Eco,1334,3,3,3,1,1,neutral or dissatisfied
Loyal Customer,Business travel,Business,3103,3,3,4,5,4,satisfied
disloyal Customer,Personal Travel,Business,1532,4,4,4,3,3,neutral or dissatisfied
Loyal Customer,Business travel,Business,1590,2,2,4,5,4,satisfied
Loyal Customer,Business travel,Eco Plus,147,5,2,5,5,5,satisfied
Loyal Customer,Business travel,Business,129,4,3,5,4,5,satisfied
Loyal Customer,Business travel,Business,361,3,2,4,4,4,satisfied
Loyal Customer,Personal Travel,Business,2611,2,2,1,3,2,neutral or dissatisfied
Loyal Customer,Personal Travel,Business,1874,3,4,4,4,4,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco Plus,1276,3,3,3,2,2,neutral or dissatisfied
Loyal Customer,Business travel,Business,2442,1,1,5,5,5,satisfied
Loyal Customer,Business travel,Business,723,3,3,4,5,5,satisfied
Loyal Customer,Business travel,Business,829,2,2,4,5,5,satisfied
Loyal Customer,Business travel,Business,3892,4,5,5,5,5,satisfied
Loyal Customer,Business travel,Business,1587,5,5,4,4,4,satisfied
Loyal Customer,Personal Travel,Eco,541,1,1,1,4,4,neutral or dissatisfied
Loyal Customer,Business travel,Eco Plus,302,2,5,2,3,2,neutral or dissatisfied
disloyal Customer,Business travel,Business,1608,3,3,3,5,5,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,1084,2,1,1,2,5,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco Plus,936,1,1,1,2,2,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,751,4,4,4,4,5,neutral or dissatisfied
disloyal Customer,Business travel,Eco,482,3,3,3,5,5,neutral or dissatisfied
disloyal Customer,Business travel,Eco,416,3,3,3,3,2,neutral or dissatisfied
Loyal Customer,Business travel,Business,1592,2,2,4,4,2,satisfied
Loyal Customer,Business travel,Eco,301,4,4,5,5,5,satisfied
Loyal Customer,Personal Travel,Eco,583,3,3,3,4,4,neutral or dissatisfied
Loyal Customer,Business travel,Eco,650,2,2,3,3,2,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,213,3,3,4,4,5,neutral or dissatisfied
Loyal Customer,Business travel,Business,1075,2,2,4,4,4,satisfied
Loyal Customer,Business travel,Business,1046,1,1,3,3,3,satisfied
Loyal Customer,Personal Travel,Eco Plus,621,2,2,2,2,1,neutral or dissatisfied
Loyal Customer,Business travel,Business,631,2,2,4,5,5,satisfied
Loyal Customer,Business travel,Business,599,5,5,5,2,3,satisfied
Loyal Customer,Personal Travel,Business,1123,3,2,2,2,1,neutral or dissatisfied
Loyal Customer,Business travel,Business,632,3,3,3,3,3,satisfied
disloyal Customer,Business travel,Business,737,5,5,5,4,5,satisfied
Loyal Customer,Personal Travel,Eco,862,2,2,2,1,1,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,957,2,2,2,1,4,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,236,4,4,4,2,2,neutral or dissatisfied
Loyal Customer,Business travel,Eco,1107,3,3,3,4,3,satisfied
Loyal Customer,Business travel,Business,2929,3,3,1,4,4,satisfied
Loyal Customer,Business travel,Eco,1008,2,5,2,2,2,satisfied
Loyal Customer,Business travel,Business,1464,1,1,5,5,5,satisfied
disloyal Customer,Business travel,Eco,253,3,3,3,1,1,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,989,4,4,4,5,5,satisfied
disloyal Customer,Business travel,Business,677,3,3,3,4,4,neutral or dissatisfied
disloyal Customer,Business travel,Eco Plus,531,2,2,2,2,2,neutral or dissatisfied
disloyal Customer,Business travel,Business,666,3,3,3,2,2,neutral or dissatisfied
disloyal Customer,Business travel,Business,307,4,4,4,1,1,satisfied
Loyal Customer,Business travel,Business,746,3,4,3,3,3,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco Plus,957,3,3,3,4,4,neutral or dissatisfied
disloyal Customer,Business travel,Business,272,3,3,3,4,4,neutral or dissatisfied
disloyal Customer,Business travel,Eco,612,1,1,1,2,4,neutral or dissatisfied
Loyal Customer,Business travel,Business,1527,1,1,4,4,4,satisfied
Loyal Customer,Business travel,Eco,332,3,1,3,2,2,neutral or dissatisfied
disloyal Customer,Business travel,Eco,692,2,2,2,4,4,neutral or dissatisfied
Loyal Customer,Business travel,Business,3758,1,4,2,2,1,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,296,1,3,4,4,3,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,282,3,3,3,1,1,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,402,3,3,3,5,5,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,187,4,0,0,3,3,neutral or dissatisfied
Loyal Customer,Business travel,Business,1563,0,0,5,5,2,satisfied
disloyal Customer,Business travel,Business,1092,3,3,3,4,4,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,369,4,4,4,2,2,neutral or dissatisfied
Loyal Customer,Business travel,Business,3700,3,4,3,3,4,neutral or dissatisfied
Loyal Customer,Business travel,Business,3257,4,3,5,4,4,satisfied
Loyal Customer,Personal Travel,Eco,349,4,4,4,2,2,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,984,5,5,1,1,5,satisfied
Loyal Customer,Personal Travel,Eco Plus,644,1,1,1,2,2,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,370,4,4,4,2,2,neutral or dissatisfied
Loyal Customer,Business travel,Business,1858,3,3,5,5,4,satisfied
Loyal Customer,Personal Travel,Eco,425,2,4,4,5,5,neutral or dissatisfied
Loyal Customer,Business travel,Business,2165,1,1,4,4,4,satisfied
disloyal Customer,Business travel,Business,447,4,4,4,4,4,satisfied
Loyal Customer,Business travel,Business,3790,3,5,4,4,3,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,1605,1,0,5,5,5,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,850,2,2,4,5,3,neutral or dissatisfied
Loyal Customer,Business travel,Business,2762,5,5,5,3,4,satisfied
Loyal Customer,Business travel,Business,2408,3,2,2,1,3,neutral or dissatisfied
Loyal Customer,Personal Travel,Business,545,3,3,4,3,5,neutral or dissatisfied
Loyal Customer,Business travel,Business,308,1,1,1,2,5,satisfied
Loyal Customer,Personal Travel,Eco Plus,549,2,2,2,2,2,neutral or dissatisfied
disloyal Customer,Business travel,Eco,852,1,1,1,5,5,neutral or dissatisfied
Loyal Customer,Business travel,Business,2549,1,1,3,1,4,satisfied
Loyal Customer,Personal Travel,Eco Plus,435,5,5,5,3,3,satisfied
Loyal Customer,Personal Travel,Eco,331,4,4,4,4,4,neutral or dissatisfied
Loyal Customer,Business travel,Business,391,1,5,1,1,1,neutral or dissatisfied
disloyal Customer,Business travel,Eco Plus,780,2,2,2,4,4,neutral or dissatisfied
disloyal Customer,Business travel,Eco,302,5,5,5,1,1,satisfied
Loyal Customer,Business travel,Business,3522,2,2,4,5,5,satisfied
Loyal Customer,Personal Travel,Eco,351,2,2,2,4,4,neutral or dissatisfied
Loyal Customer,Business travel,Business,337,1,1,4,4,4,satisfied
disloyal Customer,Business travel,Business,738,5,5,5,1,3,satisfied
Loyal Customer,Personal Travel,Eco,1826,3,3,3,4,4,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,642,1,1,1,2,2,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,989,0,0,0,1,1,satisfied
Loyal Customer,Business travel,Business,872,2,2,5,4,4,satisfied
Loyal Customer,Business travel,Eco Plus,354,5,5,5,5,5,satisfied
disloyal Customer,Business travel,Eco,1055,4,4,4,4,5,neutral or dissatisfied
Loyal Customer,Business travel,Business,746,1,1,5,5,5,satisfied
Loyal Customer,Business travel,Business,3805,5,5,5,5,5,satisfied
Loyal Customer,Personal Travel,Eco,236,2,2,2,4,4,neutral or dissatisfied
Loyal Customer,Business travel,Business,3857,4,5,5,5,4,satisfied
Loyal Customer,Personal Travel,Eco,650,3,3,3,5,5,neutral or dissatisfied
Loyal Customer,Business travel,Business,3876,4,4,4,4,3,satisfied
Loyal Customer,Personal Travel,Eco Plus,590,3,3,3,4,4,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,2079,5,5,5,4,4,satisfied
disloyal Customer,Business travel,Business,332,4,4,4,1,1,satisfied
Loyal Customer,Business travel,Eco Plus,409,3,1,4,5,3,satisfied
Loyal Customer,Business travel,Business,261,3,3,5,3,4,satisfied
Loyal Customer,Business travel,Business,1506,1,1,4,5,5,satisfied
disloyal Customer,Business travel,Eco,594,2,1,1,3,3,neutral or dissatisfied
disloyal Customer,Business travel,Eco,920,1,0,0,1,1,neutral or dissatisfied
Loyal Customer,Business travel,Business,247,2,2,5,5,5,satisfied
Loyal Customer,Business travel,Business,544,2,2,4,5,5,satisfied
Loyal Customer,Business travel,Business,1535,4,4,5,5,5,satisfied
Loyal Customer,Business travel,Business,1773,2,2,3,5,4,satisfied
disloyal Customer,Business travel,Business,3365,3,3,4,4,4,neutral or dissatisfied
disloyal Customer,Business travel,Eco,588,3,3,3,2,3,neutral or dissatisfied
Loyal Customer,Business travel,Business,994,3,3,4,4,4,satisfied
Loyal Customer,Business travel,Business,3909,4,4,4,5,4,satisfied
Loyal Customer,Business travel,Business,1620,2,2,4,5,4,satisfied
Loyal Customer,Business travel,Business,3707,2,2,5,4,4,satisfied
disloyal Customer,Business travel,Eco,1338,3,3,3,3,3,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,493,3,3,3,3,3,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,682,3,3,4,4,2,neutral or dissatisfied
Loyal Customer,Business travel,Business,3091,4,4,3,3,3,satisfied
Loyal Customer,Business travel,Business,2745,3,3,3,3,3,neutral or dissatisfied
Loyal Customer,Business travel,Business,854,2,2,4,5,4,satisfied
Loyal Customer,Personal Travel,Eco,825,2,2,2,2,2,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,1235,2,2,5,4,2,neutral or dissatisfied
disloyal Customer,Business travel,Eco,130,1,1,1,2,2,neutral or dissatisfied
disloyal Customer,Business travel,Business,277,4,4,4,5,5,satisfied
Loyal Customer,Business travel,Eco,190,5,4,5,5,5,satisfied
Loyal Customer,Business travel,Eco,402,4,2,4,4,4,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,109,3,3,3,3,3,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco Plus,224,3,3,4,4,3,neutral or dissatisfied
Loyal Customer,Business travel,Business,1952,4,4,5,5,3,satisfied
Loyal Customer,Business travel,Eco,201,5,1,5,5,5,satisfied
disloyal Customer,Business travel,Eco,259,1,1,1,4,4,neutral or dissatisfied
Loyal Customer,Business travel,Business,460,3,2,1,2,3,neutral or dissatisfied
disloyal Customer,Business travel,Business,214,4,4,4,2,2,satisfied
Loyal Customer,Personal Travel,Eco,1670,1,1,1,5,5,neutral or dissatisfied
Loyal Customer,Business travel,Business,3428,3,5,5,5,4,satisfied
Loyal Customer,Business travel,Business,2227,4,3,3,4,4,neutral or dissatisfied
disloyal Customer,Business travel,Eco,2172,3,3,3,4,4,neutral or dissatisfied
Loyal Customer,Business travel,Business,430,3,3,5,4,5,satisfied
Loyal Customer,Business travel,Business,383,3,3,4,4,4,satisfied
Loyal Customer,Business travel,Business,3499,2,2,3,3,2,neutral or dissatisfied
disloyal Customer,Business travel,Eco,872,2,1,1,2,2,neutral or dissatisfied
Loyal Customer,Business travel,Business,594,4,4,4,5,4,satisfied
Loyal Customer,Business travel,Eco Plus,163,1,5,1,2,2,neutral or dissatisfied
Loyal Customer,Business travel,Business,1242,2,2,4,4,5,satisfied
Loyal Customer,Personal Travel,Eco,617,3,3,3,4,4,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,772,2,2,2,2,2,neutral or dissatisfied
Loyal Customer,Business travel,Business,3024,1,2,4,3,3,satisfied
Loyal Customer,Personal Travel,Eco,391,3,3,3,1,1,neutral or dissatisfied
disloyal Customer,Business travel,Business,1084,4,4,4,5,5,satisfied
Loyal Customer,Personal Travel,Eco,229,3,0,0,3,5,neutral or dissatisfied
disloyal Customer,Business travel,Eco,143,2,2,2,4,4,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,373,2,2,1,1,1,neutral or dissatisfied
Loyal Customer,Business travel,Business,2153,3,3,3,3,3,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,238,3,3,5,5,5,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco Plus,631,3,3,3,2,3,neutral or dissatisfied
Loyal Customer,Business travel,Business,447,4,3,5,4,5,satisfied
disloyal Customer,Business travel,Business,986,3,3,3,5,1,neutral or dissatisfied
Loyal Customer,Business travel,Business,936,4,4,4,4,4,satisfied
Loyal Customer,Business travel,Business,3589,3,3,4,4,4,satisfied
Loyal Customer,Personal Travel,Eco,237,4,0,0,1,1,satisfied
Loyal Customer,Business travel,Business,1986,2,2,5,5,4,satisfied
disloyal Customer,Business travel,Eco Plus,350,3,3,3,1,1,neutral or dissatisfied
Loyal Customer,Business travel,Eco,236,5,3,5,5,5,satisfied
Loyal Customer,Business travel,Business,1608,1,1,4,4,5,satisfied
disloyal Customer,Business travel,Eco,1044,2,2,2,5,5,neutral or dissatisfied
disloyal Customer,Business travel,Business,641,2,2,2,4,4,neutral or dissatisfied
Loyal Customer,Business travel,Eco,692,5,2,5,5,5,satisfied
Loyal Customer,Personal Travel,Eco,236,3,3,3,1,1,neutral or dissatisfied
Loyal Customer,Business travel,Business,1543,4,4,4,1,4,satisfied
Loyal Customer,Business travel,Business,989,1,1,4,5,5,satisfied
Loyal Customer,Personal Travel,Eco,270,2,2,2,3,2,neutral or dissatisfied
Loyal Customer,Business travel,Business,1599,1,1,5,5,4,satisfied
Loyal Customer,Business travel,Business,3047,2,2,5,4,5,satisfied
Loyal Customer,Business travel,Business,2024,3,3,4,5,4,satisfied
Loyal Customer,Business travel,Business,2375,2,2,4,4,4,satisfied
disloyal Customer,Business travel,Business,1101,4,3,3,2,1,satisfied
Loyal Customer,Personal Travel,Eco,674,5,5,5,3,5,satisfied
Loyal Customer,Business travel,Business,2065,3,4,4,4,3,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,308,2,4,2,2,5,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,529,2,2,2,2,2,neutral or dissatisfied
disloyal Customer,Business travel,Business,641,2,2,2,3,3,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,399,2,2,1,1,5,neutral or dissatisfied
Loyal Customer,Business travel,Business,587,5,5,5,5,4,satisfied
Loyal Customer,Personal Travel,Eco Plus,163,2,2,2,5,5,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,2762,3,3,3,1,1,neutral or dissatisfied
disloyal Customer,Business travel,Eco,355,1,1,1,2,2,neutral or dissatisfied
Loyal Customer,Business travel,Eco Plus,346,2,3,2,5,2,satisfied
Loyal Customer,Business travel,Business,1860,4,4,4,5,4,satisfied
Loyal Customer,Personal Travel,Eco,331,1,1,1,4,4,neutral or dissatisfied
